iter	Logloss
450	0.5069539637
451	0.5066927596
452	0.50653569
453	0.5062984585
454	0.5061177417
455	0.5059550315
456	0.5057883077
457	0.5056751699
458	0.5054247046
459	0.5050228646
460	0.5048919913
461	0.50469099
462	0.504561798
463	0.5044570127
464	0.5043404579
465	0.5042303031
466	0.5038760287
467	0.5037994464
468	0.5034651311
469	0.5031911814
470	0.5030956705
471	0.5027912396
472	0.5026747934
473	0.5025082866
474	0.5023093462
475	0.5021189752
476	0.5018268019
477	0.5015668994
478	0.5014365686
479	0.501267133
480	0.5010670536
481	0.5008829741
482	0.5006907591
483	0.5005655807
484	0.5002999292
485	0.5001629272
486	0.5000914974
487	0.4996548916
488	0.4995586756
489	0.4993829486
490	0.4992139469
491	0.4991174055
492	0.4989494886
493	0.4988212729
494	0.4985769906
495	0.4984244769
496	0.4982902952
497	0.4982126282
498	0.4981147851
499	0.4979219735
500	0.4976312103
501	0.4975169878
502	0.4974074295
503	0.4971199206
504	0.4970397044
505	0.4968343641
506	0.4966462711
507	0.4964768355
508	0.4962259364
509	0.4960878496
510	0.4959690712
511	0.4958766518
512	0.4957352023
513	0.4954461748
514	0.4951510184
515	0.4949744778
516	0.4948735432
517	0.4947418022
518	0.4945226315
519	0.4943717449
520	0.494084236
521	0.4937821915
522	0.4936065187
523	0.4932282175
524	0.4930434871
525	0.4928929802
526	0.4925553022
527	0.4923787074
528	0.4922314004
529	0.4918885157
530	0.4917061176
531	0.491612288
532	0.4914423101
533	0.491280088
534	0.4910948153
535	0.4908557397
536	0.4905571122
537	0.4903570871
538	0.4901151912
539	0.4900485885
540	0.4898992205
541	0.4897434526
542	0.4896469112
543	0.4894714011
544	0.4893719309
545	0.4891837295
546	0.4890419546
547	0.4888907426
548	0.4887029207
549	0.488530231
550	0.4882916978
551	0.4881961869
552	0.4880934625
553	0.4879003255
554	0.4878047061
555	0.4876078267
556	0.4872471524
557	0.4871467059
558	0.4870990318
559	0.4867524048
560	0.4866247315
561	0.4865471188
562	0.4862450744
563	0.4860699982
564	0.4859595722
565	0.4857600352
566	0.4855658676
567	0.4852806909
568	0.4851205298
569	0.4850046801
570	0.4847075712
571	0.484598013
572	0.4845076546
573	0.4844051472
574	0.4842521995
575	0.4838710237
576	0.4836692088
577	0.4835546066
578	0.4833953675
579	0.4832996939
580	0.4831887798
581	0.4827597129
582	0.4825744944
583	0.4824871733
584	0.4822851414
585	0.4820292525
586	0.4817958175
587	0.4816726459
588	0.4814863427
589	0.4812351724
590	0.4810849366
591	0.4809486939
592	0.4807205199
593	0.4804121298
594	0.4802553856
595	0.4801175701
596	0.479771377
597	0.4796077989
598	0.4794025129
599	0.4793464321
600	0.4791920201
601	0.4789478463
602	0.4786671169
603	0.4785106439
604	0.4784012484
605	0.4782869173
606	0.4781277868
607	0.4779501614
608	0.4777659192
609	0.4775676297
610	0.4774491766
611	0.4773373405
612	0.4772691649
613	0.4770761906
614	0.4769084906
615	0.4767621599
616	0.4765888735
617	0.4763462725
618	0.4761882809
619	0.4759857609
620	0.4757024282
621	0.4755501314
622	0.4754191497
623	0.4752234093
624	0.4749930116
625	0.4748896364
626	0.4748227082
627	0.4746424795
628	0.4744995657
629	0.4743966244
630	0.4742373311
631	0.4741359084
632	0.473964683
633	0.4734587627
634	0.4733638484
635	0.473208894
636	0.472866389
637	0.4726830688
638	0.4725374974
639	0.4723957225
640	0.4722619747
641	0.472068458
642	0.4719989808
643	0.4718896938
644	0.4717547527
645	0.4715068908
646	0.4713394078
647	0.4710543937
648	0.4707402003
649	0.4705519445
650	0.4703427534
651	0.4699914621
652	0.4699406422
653	0.4697764134
654	0.4694509387
655	0.4692269952
656	0.4689980077
657	0.46866955
658	0.4685579308
659	0.4683327398
660	0.4681819617
661	0.4678560531
662	0.467750888
663	0.4673959628
664	0.4668743681
665	0.4667548303
666	0.4664560401
667	0.4663062924
668	0.4661376162
669	0.4659945397
670	0.4658293888
671	0.4656320755
672	0.4653851899
673	0.4653106686
674	0.4652414625
675	0.4651668328
676	0.4648953236
677	0.4647165593
678	0.4646407364
679	0.4644659314
680	0.4642896077
681	0.4642377031
682	0.4641369313
683	0.4640279697
684	0.4638589137
685	0.4637886229
686	0.4634756769
687	0.4630768742
688	0.4629270723
689	0.4626843629
690	0.4625935163
691	0.462341424
692	0.4620337389
693	0.4618720592
694	0.4616729019
695	0.4613081056
696	0.4610317694
697	0.4608917301
698	0.4606893186
699	0.4605253609
700	0.460328807
701	0.4601310598
702	0.4598968656
703	0.4596757966
704	0.4594507142
705	0.4591716661
706	0.4590748535
707	0.4588272628
708	0.4585488114
709	0.4584051383
710	0.4582015335
711	0.4578434083
712	0.457485934
713	0.4573327152
714	0.4572483228
715	0.457117775
716	0.4568471336
717	0.4566486272
718	0.456460263
719	0.4562085502
720	0.4559000517
721	0.4556581558
722	0.4555980073
723	0.4553747146
724	0.4552051705
725	0.4550776057
726	0.4548899195
727	0.4546236984
728	0.4543232811
729	0.4542171941
730	0.4540656024
731	0.4538181472
732	0.4535988952
733	0.4533839821
734	0.453250397
735	0.4529834167
736	0.4528322046
737	0.4525600447
738	0.452441456
739	0.4521975805
740	0.4520035215
741	0.4518778007
742	0.4517521071
743	0.4515424007
744	0.4513227419
745	0.4511656181
746	0.4510649547
747	0.45090718
748	0.4508631398
749	0.4506163897
750	0.450361016
751	0.4501828483
752	0.4500871205
753	0.4499481388
754	0.449664779
755	0.4493308976
756	0.4491178286
757	0.4490040941
758	0.448752978
759	0.4484366151
760	0.4481847126
761	0.4479156983
762	0.4477806488
763	0.4476576941
764	0.4474567199
765	0.4473340906
766	0.4470449817
767	0.4467563066
768	0.4465876846
769	0.4464581673
770	0.4462942909
771	0.446155011
772	0.4458302685
773	0.4455791524
774	0.445362558
775	0.4452223018
776	0.4449751449
777	0.4447999874
778	0.4446379551
779	0.4445007904
780	0.4443893339
781	0.4440527407
782	0.4437495302
783	0.4436250297
784	0.4434022794
785	0.4429734838
786	0.4427382861
787	0.4425378543
788	0.4424175029
789	0.442222332
790	0.4417567367
791	0.4414955868
792	0.4413752897
793	0.4412718874
794	0.4410574624
795	0.4408285834
796	0.4407594044
797	0.4405945518
798	0.4403708524
799	0.4402799516
800	0.4401687121
801	0.4398909115
802	0.4397212318
803	0.4395497353
804	0.4392617382
805	0.4389959239
806	0.4388242646
807	0.4386436834
808	0.4383820182
809	0.4381267259
810	0.4378847215
811	0.4376973065
812	0.4375186507
813	0.4373273577
814	0.4370688925
815	0.4367712413
816	0.4365727348
817	0.4363117476
818	0.4360214997
819	0.4358424913
820	0.4356481611
821	0.4354881898
822	0.4353033239
823	0.435144139
824	0.4348221897
825	0.434550084
826	0.4343120118
827	0.4339982794
828	0.4337831765
829	0.4333718993
830	0.4331982875
831	0.4329658559
832	0.4327248278
833	0.4326228899
834	0.432537467
835	0.4322336057
836	0.4320095808
837	0.4317778815
838	0.4315423855
839	0.4313351198
840	0.4311668774
841	0.4310364923
842	0.4306267066
843	0.4304276036
844	0.4302904931
845	0.4299562863
846	0.4297355427
847	0.4296100389
848	0.4293764684
849	0.4291995481
850	0.4288902902
851	0.4287217767
852	0.428516572
853	0.4282490221
854	0.428032943
855	0.4278144774
856	0.4275382496
857	0.4272711879
858	0.4270424716
859	0.4267105156
860	0.4266070319
861	0.426464552
862	0.4262167443
863	0.4258694665
864	0.4256696854
865	0.4254359793
866	0.4253068417
867	0.4250965658
868	0.4249100728
869	0.4248241889
870	0.424666143
871	0.4244952973
872	0.4243207363
873	0.4241588397
874	0.4239652959
875	0.423819616
876	0.423641611
877	0.4234102099
878	0.4232658589
879	0.4230919216
880	0.422799911
881	0.4225705438
882	0.4223706814
883	0.4222074017
884	0.421887649
885	0.4216895222
886	0.4214366705
887	0.4211672495
888	0.4208839439
889	0.4206328007
890	0.4202238285
891	0.4197876567
892	0.419609272
893	0.4194193349
894	0.4192610721
895	0.4189982951
896	0.4188437746
897	0.4186273158
898	0.4182015303
899	0.4179186857
900	0.4176220378
901	0.4173689963
902	0.4172028692
903	0.4169965526
904	0.4167252875
905	0.4165029711
906	0.4161449002
907	0.4160161964
908	0.4158494727
909	0.4155917668
910	0.4152881766
911	0.4149951897
912	0.414713918
913	0.414418382
914	0.4141740455
915	0.4139722848
916	0.4136262002
917	0.4133161287
918	0.4131591134
919	0.4129786135
920	0.4127444735
921	0.4125554042
922	0.4123997447
923	0.4121113951
924	0.4119221902
925	0.411603468
926	0.4112336819
927	0.4110040436
928	0.4106941619
929	0.410556021
930	0.410380999
931	0.4101690689
932	0.409942278
933	0.4098430248
934	0.409647881
935	0.4094570219
936	0.4092198717
937	0.408944322
938	0.4086262506
939	0.4084468355
940	0.4083032437
941	0.4080772121
942	0.4077032769
943	0.4075567834
944	0.4074169611
945	0.4073131791
946	0.4071228624
947	0.4067539441
948	0.4065611325
949	0.4063500159
950	0.4060370157
951	0.4059183457
952	0.4056675008
953	0.405486784
954	0.4053210094
955	0.4052424475
956	0.4050473579
957	0.4047500863
958	0.4044493707
959	0.4042928977
960	0.4039780805
961	0.4038030857
962	0.4036615007
963	0.4034818686
964	0.4031719327
965	0.4029749449
966	0.4027979433
967	0.402563505
968	0.4023679002
969	0.4021876173
970	0.4019955107
971	0.4018033228
972	0.4015218613
973	0.401324331
974	0.40109453
975	0.4008550748
976	0.4006248398
977	0.4004806514
978	0.400153414
979	0.3999088335
980	0.3996957644
981	0.3994572312
982	0.3993122564
983	0.3991962983
984	0.3990179408
985	0.3987265267
986	0.3984095401
987	0.3981430479
988	0.3978814098
989	0.3977406384
990	0.3975767892
991	0.397422106
992	0.3972640873
993	0.397032632
994	0.3969430329
995	0.3967292859
996	0.3965474843
997	0.3964179127
998	0.3960514351
999	0.395738001
